ID,Nuser ID,Source Text,Target Text,Source Context,Target Context,Source Lang,Target Lang,Last Edit,Creation Date,Removed,Target Text Edited,Document Title,Document,Source Segment,Source,Comment,Domain,History ID,Wordcount,Favtype,Source Pos,Target Pos,Register,Language Level
109460349,"11,744,472",forensic,pertaining to courts of law or legal matters,Forensic evidence was presented during the trial.,,en,en,"June 4, 2026, 9:36 PM","April 23, 2026, 12:24 PM",false,,,,,1,,,,1,def,adj.,,,
103835753,"11,744,472",dire,warning of bad consequences or danger,The dire warning was ignored by everyone.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 2:31 AM",false,,,,,1,,,,1,def,adj.,,,
106254549,"11,744,472",purse,small bag for carrying money,She opened her purse to find some coins.,,en,en,"June 4, 2026, 9:36 PM","March 26, 2026, 12:46 AM",false,,,,,1,,,,1,def,n.,,,
99428001,"11,744,472",compound,make something worse by adding to it,His anger compounded the already tense atmosphere.,,en,en,"June 4, 2026, 9:36 PM","December 19, 2025, 3:39 PM",false,,,,,1,,,,1,def,v.,,,
107130651,"11,744,472",whack job,person behaving in a crazy way,Everyone thinks he's a whack job for believing that.,,en,en,"June 4, 2026, 9:36 PM","April 3, 2026, 11:40 PM",false,,,,,1,,,,2,def,n.,,,
109706787,"11,744,472",residual,remaining after the greater part has gone,The residual effects were noticeable for weeks.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 2:25 PM",false,,,,,1,,,,1,def,adj.,,,
104133191,"11,744,472",boilerplate,syndicated material in journalism,The article was filled with boilerplate from the news agency.,,en,en,"June 4, 2026, 9:36 PM","February 28, 2026, 2:36 PM",false,,,,,1,,,,1,def,n.,,,
105002625,"11,744,472",repel,drive or force back,The shield can repel small projectiles effectively.,,en,en,"June 4, 2026, 9:36 PM","March 10, 2026, 11:33 PM",false,,,,,1,,,,1,def,v.,,,
106693327,"11,744,472",obsolescence,state of being replaced by newer alternatives,Obsolescence occurs when new technology surpasses the old.,,en,en,"June 4, 2026, 9:36 PM","March 30, 2026, 10:56 PM",false,,,,,1,,,,1,def,n.,,,
99728450,"11,744,472",scrutiny,careful and detailed examination or observation of something,The plan is under public scrutiny.,,en,en,"June 4, 2026, 9:36 PM","December 25, 2025, 7:03 PM",false,,,,,1,,,,1,def,n.,,,
107683813,"11,744,472",shed,get rid of something unwanted,He shed his old clothes for charity.,,en,en,"June 4, 2026, 9:36 PM","February 5, 2026, 6:32 PM",false,,,,,1,,,,1,def,v.,,,
101550565,"11,744,472",soar,fly high with little effort like a bird,The eagle soared above the mountains.,,en,en,"June 4, 2026, 9:36 PM","January 25, 2026, 1:42 AM",false,,,,,1,,,,1,def,v.,,,
104514301,"11,744,472",vicinity,state of being near in space or relationship,The store is in the vicinity of the school.,,en,en,"June 4, 2026, 9:36 PM","March 5, 2026, 2:21 AM",false,,,,,1,,,,1,def,n.,,,
105349971,"11,744,472",fugitive,person who is escaping or hiding from authorities,The fugitive hid in an abandoned warehouse to avoid capture.,,en,en,"June 4, 2026, 9:36 PM","March 15, 2026, 1:00 AM",false,,,,,1,,,,1,def,n.,,,
101124509,"11,744,472",surplus,amount more than what is needed,The company had a surplus of supplies this year.,,en,en,"June 4, 2026, 9:36 PM","January 18, 2026, 4:09 PM",false,,,,,1,,,,1,def,n.,,,
105350788,"11,744,472",prudence,wisdom in practical affairs,Her prudence was evident in her well-thought-out decisions.,,en,en,"June 4, 2026, 9:36 PM","March 15, 2026, 1:37 AM",false,,,,,1,,,,1,def,n.,,,
101147853,"11,744,472",retaliation,punitive response to harm or injustice,The country launched a retaliation against the attack.,,en,en,"June 4, 2026, 9:36 PM","January 18, 2026, 9:29 PM",false,,,,,1,,,,1,def,n.,,,
108190417,"11,744,472",ribbon,long narrow strip of material for decoration,She tied a ribbon around the gift.,,en,en,"June 4, 2026, 9:36 PM","April 13, 2026, 11:32 PM",false,,,,,1,,,,1,def,n.,,,
103250165,"11,744,472",defensible,able to be justified or supported,His decision was defensible given the circumstances.,,en,en,"June 4, 2026, 9:36 PM","February 17, 2026, 2:49 PM",false,,,,,1,,,,1,def,adj.,,,
103836249,"11,744,472",swindler,person who cheats others for money,The swindler tricked them into investing in a fake company.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 2:45 AM",false,,,,,1,,,,1,def,n.,,,
106335713,"11,744,472",hubris,extreme pride or arrogance that can cause problems,His hubris made him ignore all warnings.,,en,en,"June 4, 2026, 9:36 PM","March 27, 2026, 12:05 AM",false,,,,,1,,,,1,def,n.,,,
99452334,"11,744,472",remorse,deep regret and pain for past wrong actions,He felt remorse after lying to his friend.,,en,en,"June 4, 2026, 9:36 PM","December 20, 2025, 3:54 AM",false,,,,,1,,,,1,def,n.,,,
104134779,"11,744,472",decimate,devastate or destroy a large part of something,The hurricane decimated the coastal town.,,en,en,"June 4, 2026, 9:36 PM","February 28, 2026, 2:57 PM",false,,,,,1,,,,1,def,v.,,,
105099759,"11,744,472",tribute,gift or statement showing admiration or respect,The award was a tribute to her hard work.,,en,en,"June 4, 2026, 9:36 PM","March 11, 2026, 10:40 PM",false,,,,,1,,,,1,def,n.,,,
106694007,"11,744,472",depreciation,charge against earnings representing asset value reduction,Depreciation of equipment is recorded annually in financial statements.,,en,en,"June 4, 2026, 9:36 PM","March 30, 2026, 11:01 PM",false,,,,,1,,,,1,def,n.,,,
99736603,"11,744,472",congested,overcrowded or overfull,The congested room was hard to move in.,,en,en,"June 4, 2026, 9:36 PM","December 25, 2025, 10:37 PM",false,,,,,1,,,,1,def,adj.,,,
101550569,"11,744,472",swoon,faint or lose consciousness suddenly,She swooned at the sight of blood.,,en,en,"June 4, 2026, 9:36 PM","January 25, 2026, 1:42 AM",false,,,,,1,,,,1,def,v.,,,
104514302,"11,744,472",embassy,building where ambassadors work and live,The new embassy was inaugurated last week.,,en,en,"June 4, 2026, 9:36 PM","March 5, 2026, 2:21 AM",false,,,,,1,,,,1,def,n.,,,
105106593,"11,744,472",urge,advocate earnestly for something,They urged for more environmental protection.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 12:26 AM",false,,,,,1,,,,1,def,v.,,,
106697774,"11,744,472",cohesive,forming a united whole,The cohesive team worked seamlessly on the project.,,en,en,"June 4, 2026, 9:36 PM","March 31, 2026, 12:02 AM",false,,,,,1,,,,1,def,adj.,,,
99736613,"11,744,472",congest,clog an organ with excess blood,The patient's lungs were congested due to the illness.,,en,en,"June 4, 2026, 9:36 PM","December 25, 2025, 10:37 PM",false,,,,,1,,,,1,def,v.,,,
107789800,"11,744,472",frisky,full of energy and playful spirit,The frisky puppy chased its tail.,,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 12:14 AM",false,,,,,1,,,,1,def,adj.,,,
101618241,"11,744,472",rust,reddish-brown coating on iron or steel from oxidation,The old gate was covered in rust after years of neglect.,,en,en,"June 4, 2026, 9:36 PM","January 26, 2026, 1:48 AM",false,,,,,1,,,,1,def,n.,,,
104514349,"11,744,472",transcend,go beyond the limits of something,Her performance transcends all expectations.,,en,en,"June 4, 2026, 9:36 PM","March 5, 2026, 2:24 AM",false,,,,,1,,,,1,def,v.,,,
105350975,"11,744,472",blush,"turn red in the face, often from shyness or embarrassment",She began to blush when her name was mentioned.,,en,en,"June 4, 2026, 9:36 PM","March 15, 2026, 1:46 AM",false,,,,,1,,,,1,def,v.,,,
101184608,"11,744,472",weasel,avoid giving a direct or clear answer,He weaseled out of answering the tough questions.,,en,en,"June 4, 2026, 9:36 PM","January 19, 2026, 1:10 PM",false,,,,,1,,,,1,def,v.,,,
108434225,"11,744,472",taper,reduce gradually in size or amount,The storm's intensity will taper off by evening.,,en,en,"June 4, 2026, 9:36 PM","April 15, 2026, 9:34 PM",false,,,,,1,,,,1,def,v.,,,
103428641,"11,744,472",virtue,advantageous or excellent quality of something,The virtue of this plan is its simplicity.,,en,en,"June 4, 2026, 9:36 PM","February 20, 2026, 1:32 AM",false,,,,,1,,,,1,def,n.,,,
105834091,"11,744,472",courtesy,polite gesture or remark made to show respect,He offered his seat as a courtesy.,,en,en,"June 4, 2026, 9:36 PM","March 21, 2026, 12:31 AM",false,,,,,1,,,,1,def,n.,,,
109529789,"11,744,472",lenience,quality of being mild or tolerant,The judge's lenience was appreciated by the defendant's family.,,en,en,"June 4, 2026, 9:36 PM","April 23, 2026, 10:31 PM",false,,,,,1,,,,1,def,n.,,,
103836351,"11,744,472",allege,claim without proof,He alleged that the company was at fault.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 2:50 AM",false,,,,,1,,,,1,def,v.,,,
106371762,"11,744,472",praise,express warm approval or admiration of,She praised her students for their hard work.,,en,en,"June 4, 2026, 9:36 PM","March 27, 2026, 12:35 PM",false,,,,,1,,,,1,def,v.,,,
99494002,"11,744,472",impeccable,perfect without any faults or errors,Her impeccable performance impressed everyone.,,en,en,"June 4, 2026, 9:36 PM","December 21, 2025, 12:06 AM",false,,,,,1,,,,1,def,adj.,,,
107130658,"11,744,472",whack,hit or strike with force,He whacked the ball with the bat.,,en,en,"June 4, 2026, 9:36 PM","April 3, 2026, 11:41 PM",false,,,,,1,,,,1,def,v.,,,
104134797,"11,744,472",engulf,"cover or surround something completely, often suddenly or by nature",The flames engulf the house in minutes.,,en,en,"June 4, 2026, 9:36 PM","February 28, 2026, 2:57 PM",false,,,,,1,,,,1,def,v.,,,
106380579,"11,744,472",subtly,in a manner that is not obvious or overt,She subtly hinted that she was unhappy.,,en,en,"June 4, 2026, 9:36 PM","March 27, 2026, 2:36 PM",false,,,,,1,,,,1,def,adv.,,,
99529521,"11,744,472",mock,imitate someone or something to ridicule,He would mock his teacher's voice to make his friends laugh.,,en,en,"June 4, 2026, 9:36 PM","December 21, 2025, 7:02 PM",false,,,,,1,,,,1,def,v.,,,
107175762,"11,744,472",vouch,express confidence in something,I vouch for the quality of this product.,,en,en,"June 4, 2026, 9:36 PM","April 4, 2026, 1:13 PM",false,,,,,1,,,,1,def,v.,,,
104134807,"11,744,472",pledge,commit by a solemn promise,He pledged to improve the company's environmental policies.,,en,en,"June 4, 2026, 9:36 PM","February 28, 2026, 2:58 PM",false,,,,,1,,,,1,def,v.,,,
105106800,"11,744,472",interim,serving temporarily until a permanent solution is found,She was appointed as the interim manager.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 12:34 AM",false,,,,,1,,,,1,def,adj.,,,
106698539,"11,744,472",amendment,change made to improve something,The amendment improved the clarity of the document.,,en,en,"June 4, 2026, 9:36 PM","March 31, 2026, 12:16 AM",false,,,,,1,,,,1,def,n.,,,
99776058,"11,744,472",faucet,device for controlling the flow of liquid,She turned the faucet to start the water.,,en,en,"June 4, 2026, 9:36 PM","December 26, 2025, 7:14 PM",false,,,,,1,,,,1,def,n.,,,
107789808,"11,744,472",cuddle,"press together or embrace, showing warm caring","They cuddled on the couch, wrapped in a blanket.",,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 12:14 AM",false,,,,,1,,,,1,def,v.,,,
101915357,"11,744,472",pillar,"tall, slender, freestanding structure",The monument stood as a solitary pillar in the park.,,en,en,"June 4, 2026, 9:36 PM","January 30, 2026, 3:36 PM",false,,,,,1,,,,1,def,n.,,,
105350982,"11,744,472",bashful,shy and easily embarrassed,She felt bashful when speaking in public.,,en,en,"June 4, 2026, 9:36 PM","March 15, 2026, 1:47 AM",false,,,,,1,,,,1,def,adj.,,,
101197421,"11,744,472",urge,strongly recommend a course of action,The doctor urged a healthy diet.,,en,en,"June 4, 2026, 9:36 PM","January 19, 2026, 4:43 PM",false,,,,,1,,,,1,def,v.,,,
108434234,"11,744,472",taper,make something thinner at one end,The carpenter tapered the wooden legs of the table.,,en,en,"June 4, 2026, 9:36 PM","April 15, 2026, 9:34 PM",false,,,,,1,,,,1,def,v.,,,
103428677,"11,744,472",soothing,providing relief from discomfort or pain,He applied a soothing balm to the burn.,,en,en,"June 4, 2026, 9:36 PM","February 20, 2026, 1:34 AM",false,,,,,1,,,,1,def,adj.,,,
105834163,"11,744,472",devious,"cunning and deceitful, not straightforward or honest",She used devious methods to win the game.,,en,en,"June 4, 2026, 9:36 PM","March 21, 2026, 12:33 AM",false,,,,,1,,,,1,def,adj.,,,
109530247,"11,744,472",warrant,guarantee the quality or truth of something,The company warrants the product for two years.,,en,en,"June 4, 2026, 9:36 PM","April 23, 2026, 10:39 PM",false,,,,,1,,,,1,def,v.,,,
103838452,"11,744,472",impervious,not affected by external influences,She remained impervious to their criticism.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 4:10 AM",false,,,,,1,,,,1,def,adj.,,,
109530266,"11,744,472",substantive,relating to the essential element of something,The report focused on substantive issues.,,en,en,"June 4, 2026, 9:36 PM","April 23, 2026, 10:40 PM",false,,,,,1,,,,1,def,adj.,,,
103880012,"11,744,472",gust,sudden strong burst of wind,A gust of wind knocked the hat off his head.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 2:49 PM",false,,,,,1,,,,1,def,n.,,,
106382825,"11,744,472",induce,cause something to happen,The loud noise might induce a panic among the crowd.,,en,en,"June 4, 2026, 9:36 PM","March 27, 2026, 3:12 PM",false,,,,,1,,,,1,def,v.,,,
99532126,"11,744,472",banished,expelled and forbidden from returning to a place,The banished prince wandered the lands in exile.,,en,en,"June 4, 2026, 9:36 PM","December 21, 2025, 7:53 PM",false,,,,,1,,,,1,def,adj.,,,
107327823,"11,744,472",delve,search deeply for information or understanding about something,She delved into the topic for her project.,,en,en,"June 4, 2026, 9:36 PM","April 5, 2026, 11:53 PM",false,,,,,1,,,,1,def,v.,,,
104204336,"11,744,472",aggravation,feeling of annoyance or exasperation,The constant noise was a source of great aggravation for her.,,en,en,"June 4, 2026, 9:36 PM","March 1, 2026, 2:13 PM",false,,,,,1,,,,1,def,n.,,,
105106898,"11,744,472",conscience,feeling of guilt for wrong actions,She couldn't shake the conscience that haunted her.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 12:38 AM",false,,,,,1,,,,1,def,n.,,,
106700960,"11,744,472",obnoxious,extremely unpleasant or offensive,His obnoxious behavior ruined the party.,,en,en,"June 4, 2026, 9:36 PM","March 31, 2026, 1:37 AM",false,,,,,1,,,,1,def,adj.,,,
99777248,"11,744,472",abyss,deep bottomless pit or chasm,"He peered into the dark abyss, feeling a sense of dread.",,en,en,"June 4, 2026, 9:36 PM","December 26, 2025, 7:48 PM",false,,,,,1,,,,1,def,n.,,,
107790584,"11,744,472",clasp,device that fastens things together,The necklace has a gold clasp.,,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 12:21 AM",false,,,,,1,,,,1,def,n.,,,
101921501,"11,744,472",comprise,form the whole of something,These chapters comprise the entire book.,,en,en,"June 4, 2026, 9:36 PM","January 30, 2026, 5:28 PM",false,,,,,1,,,,1,def,v.,,,
104603072,"11,744,472",forfeit,lose or give up something as a penalty for wrongdoing,He had to forfeit his driving privileges after the incident.,,en,en,"June 4, 2026, 9:36 PM","March 6, 2026, 2:21 AM",false,,,,,1,,,,1,def,v.,,,
105351104,"11,744,472",preposterous,"extremely absurd, foolish, or against common sense",That idea is preposterous.,,en,en,"June 4, 2026, 9:36 PM","March 15, 2026, 1:53 AM",false,,,,,1,,,,1,def,adj.,,,
101396551,"11,744,472",sanctuary,place of safety or refuge,The refugees found sanctuary in the neighboring country.,,en,en,"June 4, 2026, 9:36 PM","January 22, 2026, 4:25 PM",false,,,,,1,,,,1,def,n.,,,
108434385,"11,744,472",wary,careful and alert to avoid danger,She was wary of the dark alley.,,en,en,"June 4, 2026, 9:36 PM","April 15, 2026, 9:37 PM",false,,,,,1,,,,1,def,adj.,,,
103465327,"11,744,472",streamline,simplify a process to increase efficiency,We need to streamline our workflow to save time.,,en,en,"June 4, 2026, 9:36 PM","February 20, 2026, 3:10 PM",false,,,,,1,,,,1,def,v.,,,
105834321,"11,744,472",insolence,disrespectful attitude or act showing lack of respect,His insolence shocked the teacher.,,en,en,"June 4, 2026, 9:36 PM","March 21, 2026, 12:41 AM",false,,,,,1,,,,1,def,n.,,,
108541058,"11,744,472",reconcile,restore friendly relations after a disagreement,They reconciled after years of conflict.,,en,en,"June 4, 2026, 9:36 PM","April 16, 2026, 4:34 PM",false,,,,,1,,,,1,def,v.,,,
103521888,"11,744,472",bribe,something offered to persuade or induce,The free tickets were a bribe to get their support.,,en,en,"June 4, 2026, 9:36 PM","February 21, 2026, 1:55 AM",false,,,,,1,,,,1,def,n.,,,
105876907,"11,744,472",soak,become saturated with liquid,The clothes will soak if left in the rain.,,en,en,"June 4, 2026, 9:36 PM","March 21, 2026, 4:14 PM",false,,,,,1,,,,1,def,v.,,,
103883291,"11,744,472",perchance,perhaps or possibly in a situation,Perchance we shall meet again.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 3:27 PM",false,,,,,1,,,,1,def,adv.,,,
106406226,"11,744,472",pristine,"in original condition, unspoiled and untouched",The forest remains pristine and untouched by humans.,,en,en,"June 4, 2026, 9:36 PM","March 27, 2026, 8:03 PM",false,,,,,1,,,,1,def,adj.,,,
99532189,"11,744,472",grinning,expressing happiness or amusement through a smile,The grinning children played in the park.,,en,en,"June 4, 2026, 9:36 PM","December 21, 2025, 7:54 PM",false,,,,,1,,,,1,def,adj.,,,
107332269,"11,744,472",graceful,showing elegance in movement or appearance,The dancer's movements were graceful and captivating.,,en,en,"June 4, 2026, 9:36 PM","April 6, 2026, 1:09 AM",false,,,,,1,,,,1,def,adj.,,,
104252253,"11,744,472",heed,pay attention to advice or warnings,Heed the teacher's advice for better results.,,en,en,"June 4, 2026, 9:36 PM","March 2, 2026, 3:29 AM",false,,,,,1,,,,1,def,v.,,,
105111284,"11,744,472",menace,perceived threat or danger,The dark clouds were a menace to the picnic.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 2:21 AM",false,,,,,1,,,,1,def,n.,,,
106740154,"11,744,472",rug pull,deceptive action causing loss,The cryptocurrency community was shocked by the rug pull that left many penniless.,,en,en,"June 4, 2026, 9:36 PM","March 31, 2026, 1:10 PM",false,,,,,1,,,,2,def,n.,,,
99793945,"11,744,472",abduction,taking someone away by force or deception,The abduction of the child shocked the community.,,en,en,"June 4, 2026, 9:36 PM","December 27, 2025, 3:03 AM",false,,,,,1,,,,1,def,n.,,,
114984648,"11,744,472",collocation,habitual combination of words in a language,Make a decision' is a common collocation in English.,,en,en,"June 4, 2026, 9:36 PM","May 27, 2026, 1:49 AM",false,,,,,1,,,,1,def,,,,
107792123,"11,744,472",snarl,speak or express something viciously or angrily,He snarled his disapproval at the meeting.,,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 1:01 AM",false,,,,,1,,,,1,def,v.,,,
101924096,"11,744,472",surmise,form an opinion with little or incomplete evidence,I can only surmise what happened last night.,,en,en,"June 4, 2026, 9:36 PM","January 30, 2026, 6:11 PM",false,,,,,1,,,,1,def,v.,,,
104603919,"11,744,472",jeopardy,"danger of failure, harm, or loss",The project is in jeopardy due to budget cuts.,,en,en,"June 4, 2026, 9:36 PM","March 6, 2026, 2:47 AM",false,,,,,1,,,,1,def,n.,,,
105468969,"11,744,472",squabble,minor fight or argument over trivial matters,The siblings had a squabble over the TV remote.,,en,en,"June 4, 2026, 9:36 PM","March 16, 2026, 3:42 PM",false,,,,,1,,,,1,def,n.,,,
105604093,"11,744,472",ascension,act of rising to a higher level or position,The balloon's ascension was steady and smooth.,,en,en,"June 4, 2026, 9:36 PM","March 17, 2026, 11:59 PM",false,,,,,1,,,,1,def,n.,,,
108936882,"11,744,472",staggering,causing great surprise or being extremely large or impressive,The staggering cost left everyone speechless.,,en,en,"June 4, 2026, 9:36 PM","April 19, 2026, 6:29 PM",false,,,,,1,,,,1,def,adj.,,,
103521916,"11,744,472",chivalry,"courteous behavior, especially by men towards women",He showed chivalry by opening the door for her.,,en,en,"June 4, 2026, 9:36 PM","February 21, 2026, 1:57 AM",false,,,,,1,,,,1,def,n.,,,
105876955,"11,744,472",crave,require something as necessary or essential,The project craves immediate attention to succeed.,,en,en,"June 4, 2026, 9:36 PM","March 21, 2026, 4:16 PM",false,,,,,1,,,,1,def,v.,,,
109591791,"11,744,472",egregious,conspicuously bad or offensive,The decision was an egregious violation of the rules.,,en,en,"June 4, 2026, 9:36 PM","April 24, 2026, 12:56 PM",false,,,,,1,,,,1,def,adj.,,,
103883300,"11,744,472",contempt,disregard for something that should be considered,His contempt for authority led to frequent clashes with his superiors.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 3:27 PM",false,,,,,1,,,,1,def,n.,,,
106417804,"11,744,472",propriety,the quality of being appropriate or fitting,Her speech was noted for its propriety.,,en,en,"June 4, 2026, 9:36 PM","March 28, 2026, 12:06 AM",false,,,,,1,,,,1,def,n.,,,
99548282,"11,744,472",wreath,circular band of flowers or leaves used for decoration or memorial,They placed a wreath on the door and another on the grave.,,en,en,"June 4, 2026, 9:36 PM","December 22, 2025, 4:01 AM",false,,,,,1,,,,1,def,n.,,,
107428591,"11,744,472",assessment,act of evaluating or appraising something,The assessment of the project was thorough.,,en,en,"June 4, 2026, 9:36 PM","April 6, 2026, 9:53 PM",false,,,,,1,,,,1,def,n.,,,
104300634,"11,744,472",continuity,lack of interruption or disconnection in time or space,The continuity of the story kept the audience engaged.,,en,en,"June 4, 2026, 9:36 PM","March 2, 2026, 4:08 PM",false,,,,,1,,,,1,def,n.,,,
105146129,"11,744,472",imminent,"happening very soon, sometimes in a threatening way",The storm is imminent and will arrive soon.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 1:27 PM",false,,,,,1,,,,1,def,adj.,,,
106879932,"11,744,472",incremental,"relating to small, gradual changes",The incremental improvements were noticeable after a few weeks.,,en,en,"June 4, 2026, 9:36 PM","April 1, 2026, 7:53 PM",false,,,,,1,,,,1,def,adj.,,,
100006249,"11,744,472",rigorous,"extremely careful, thorough, and exact in every detail",The scientist used a rigorous method for the experiment.,,en,en,"June 4, 2026, 9:36 PM","December 31, 2025, 3:40 AM",false,,,,,1,,,,1,def,adj.,,,
107827751,"11,744,472",snappy,irritable or easily annoyed,She gave a snappy reply.,,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 12:16 PM",false,,,,,1,,,,1,def,adj.,,,
102170514,"11,744,472",picky,very selective about choices or preferences,She is picky about her clothes.,,en,en,"June 4, 2026, 9:36 PM","February 3, 2026, 12:41 PM",false,,,,,1,,,,1,def,adj.,,,
105172981,"11,744,472",bezel,area surrounding a display on a device,The phone's bezel is very thin.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 7:23 PM",false,,,,,1,,,,1,def,n.,,,
100266407,"11,744,472",inhibition,the act of holding back or restraining something,Inhibition of the enzyme slowed the reaction.,,en,en,"June 4, 2026, 9:36 PM","January 5, 2026, 2:18 AM",false,,,,,1,,,,1,def,n.,,,
107832288,"11,744,472",consecutive,following one another without interruption,The team won three consecutive games.,,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 1:03 PM",false,,,,,1,,,,1,def,adj.,,,
102170645,"11,744,472",succumb,"fail to resist pressure, temptation, or some other negative force",He finally succumbed to the temptation of the forbidden sweets.,,en,en,"June 4, 2026, 9:36 PM","February 3, 2026, 12:44 PM",false,,,,,1,,,,1,def,v.,,,
105732267,"11,744,472",bargain,agreement between parties on a price or terms,They struck a bargain after lengthy negotiations.,,en,en,"June 4, 2026, 9:36 PM","March 19, 2026, 4:24 PM",false,,,,,1,,,,1,def,n.,,,
108958113,"11,744,472",ambiguity,state of being ambiguous,The ambiguity of his answer left us puzzled.,,en,en,"June 4, 2026, 9:36 PM","April 19, 2026, 9:42 PM",false,,,,,1,,,,1,def,n.,,,
103588672,"11,744,472",utter,used informally to emphasize extent or degree,It was utter chaos at the event.,,en,en,"June 4, 2026, 9:36 PM","February 22, 2026, 1:59 AM",false,,,,,1,,,,1,def,adj.,,,
106037381,"11,744,472",obsolete,not used anymore or replaced by something better,This technology is obsolete in modern offices.,,en,en,"June 4, 2026, 9:36 PM","March 23, 2026, 3:42 PM",false,,,,,1,,,,1,def,adj.,,,
97972226,"11,744,472",dongle,small device that plugs into a computer,I need a dongle to connect my laptop to the projector.,,en,en,"June 4, 2026, 9:36 PM","November 23, 2025, 7:35 PM",false,,,,,1,,,,1,def,n.,,,
109632996,"11,744,472",divine,of supreme excellence or worth,The meal was simply divine and unforgettable.,,en,en,"June 4, 2026, 9:36 PM","April 24, 2026, 7:47 PM",false,,,,,1,,,,1,def,adj.,,,
103883364,"11,744,472",plain,easy to understand or recognize,The instructions were plain and easy to follow.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 3:28 PM",false,,,,,1,,,,1,def,adj.,,,
106485326,"11,744,472",backlash,negative reaction to a social or political change,The policy change led to a public backlash.,,en,en,"June 4, 2026, 9:36 PM","March 28, 2026, 6:29 PM",false,,,,,1,,,,1,def,n.,,,
99548301,"11,744,472",indulge,yield to a temptation or desire,She decided to indulge in a piece of cake.,,en,en,"June 4, 2026, 9:36 PM","December 22, 2025, 4:02 AM",false,,,,,1,,,,1,def,v.,,,
107428948,"11,744,472",verbose,using more words than necessary,Her verbose explanation confused everyone.,,en,en,"June 4, 2026, 9:36 PM","April 6, 2026, 9:59 PM",false,,,,,1,,,,1,def,adj.,,,
101396677,"11,744,472",stridulation,chirping noise produced by crickets and grasshoppers,We could hear the stridulation of grasshoppers in the field.,,en,en,"June 4, 2026, 9:36 PM","January 22, 2026, 4:27 PM",false,,,,,1,,,,1,def,n.,,,
104300647,"11,744,472",continuation,act of continuing without interruption,The continuation of the meeting was unexpected.,,en,en,"June 4, 2026, 9:36 PM","March 2, 2026, 4:08 PM",false,,,,,1,,,,1,def,n.,,,
104605418,"11,744,472",abomination,"person, thing or deed seen as deeply vile and repellent",They called the cruel ritual an abomination and demanded it end.,,en,en,"June 4, 2026, 9:36 PM","March 6, 2026, 3:40 AM",false,,,,,1,,,,1,def,n.,,,
106486918,"11,744,472",suffice,used to indicate a brief explanation is enough,"Suffice it to say, we were not impressed.",,en,en,"June 4, 2026, 9:36 PM","March 28, 2026, 6:53 PM",false,,,,,1,,,,1,def,v.,,,
99575782,"11,744,472",divest,sell off assets or investments,The company plans to divest its non-core businesses.,,en,en,"June 4, 2026, 9:36 PM","December 22, 2025, 5:46 PM",false,,,,,1,,,,1,def,v.,,,
101490291,"11,744,472",bruise,purplish mark on skin from damaged capillaries,She had a bruise on her arm after the fall.,,en,en,"June 4, 2026, 9:36 PM","January 24, 2026, 1:43 AM",false,,,,,1,,,,1,def,n.,,,
104322752,"11,744,472",veil,hide or obscure from view,The mountains were veiled by clouds.,,en,en,"June 4, 2026, 9:36 PM","March 2, 2026, 9:20 PM",false,,,,,1,,,,1,def,v.,,,
105173333,"11,744,472",squat,position with knees bent and buttocks near heels,He held a squat for several minutes.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 7:30 PM",false,,,,,1,,,,1,def,n.,,,
100324742,"11,744,472",haul,move something heavy with effort,They had to haul the piano up the stairs.,,en,en,"June 4, 2026, 9:36 PM","January 6, 2026, 12:14 AM",false,,,,,1,,,,1,def,v.,,,
107833205,"11,744,472",bluntly,in a direct and straightforward manner,She bluntly told him the truth.,,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 1:16 PM",false,,,,,1,,,,1,def,adv.,,,
102296786,"11,744,472",plunge,thrust into liquid or penetrable substance,He plunged the cloth into the soapy water.,,en,en,"June 4, 2026, 9:36 PM","February 4, 2026, 11:54 PM",false,,,,,1,,,,1,def,v.,,,
105741161,"11,744,472",plausible,convincing but possibly deceptive,The salesman had a plausible manner that hid his intentions.,,en,en,"June 4, 2026, 9:36 PM","March 19, 2026, 6:03 PM",false,,,,,1,,,,1,def,adj.,,,
